id,name,uid,lat,lng,is_practical,line_id,created_at,updated_at
27,香山,24081e60e748a60a0b69d98a,116.19839630783444,39.99279230076201,1,4,2018-07-23 02:28:36,2018-07-23 02:28:36
28,植物园,5b9aedfc24e60e25b74f54a8,116.20864627174979,39.99233486155693,0,4,2018-07-23 02:28:36,2018-07-23 02:28:36
29,万安,3a529a2f3b14a80e83a00ce4,116.22592884775474,39.98278286032525,1,4,2018-07-23 02:28:36,2018-07-23 02:28:36
30,茶棚,4ff3c268eed9a1479b68b416,116.24203877659374,39.98081989538831,0,4,2018-07-23 02:28:36,2018-07-23 02:28:36
31,颐和园西门,d52b0d6ff8e8dc985abbbc31,116.25719437746002,39.9845509967126,1,4,2018-07-23 02:28:36,2018-07-23 02:28:36
32,巴沟,9d13c721622a3be1aa059d62,116.2857053257285,39.97314579548045,0,4,2018-07-23 02:28:36,2018-07-23 02:28:36
33,金安桥,f1767ff0ae9c0d4b95ca078a,116.15681322873783,39.922411359295175,0,5,2018-07-23 02:28:36,2018-07-23 02:28:36
34,四道桥,edf3d128b55a918171210b74,116.12760410075938,39.9146735871231,1,5,2018-07-23 02:28:36,2018-07-23 02:28:36
35,桥户营,3cb0b6f05506e0b30f0e6bb0,116.11945246741551,39.9110476405225,1,5,2018-07-23 02:28:36,2018-07-23 02:28:36
36,上岸,ac1243e981fbb6afbbdf8fc2,116.11586347440586,39.90388877722525,0,5,2018-07-23 02:28:36,2018-07-23 02:28:36
37,栗园庄,a132268badd8b1e6b34c49ac,116.11697736610846,39.894499898454086,1,5,2018-07-23 02:28:36,2018-07-23 02:28:36
38,小园,30aebdc154e43e0313293539,116.10839342759932,39.888997682028,0,5,2018-07-23 02:28:36,2018-07-23 02:28:36
39,石厂,c32bc896c9d017370b69d987,116.09402143449867,39.888086160000036,1,5,2018-07-23 02:28:36,2018-07-23 02:28:36
40,清华东路西口,485e9c4a2a204b792cb90830,116.3327349073822,39.9993189768044,0,6,2018-07-23 02:28:36,2018-07-23 02:28:36
41,六道口,4e8b4e3cea7b01c8d4851f15,116.3465115905808,39.99963623203165,0,6,2018-07-23 02:28:36,2018-07-23 02:28:36
42,北沙滩,b9ef9ad5c949ee9988b988cf,116.3628204363078,40.00017378125766,1,6,2018-07-23 02:28:36,2018-07-23 02:28:36
43,奥林匹克公园,14be73fbcff2d60645572637,116.38547666631179,40.00078784720394,0,6,2018-07-23 02:28:36,2018-07-23 02:28:36
44,安立路,12084f4e7f44fd259122e01a,116.40162440071795,40.00121252450842,0,6,2018-07-23 02:28:36,2018-07-23 02:28:36
45,大屯路东,e0eaaa062e5329b1f33cbaa0,116.41254129197546,40.001510155357856,0,6,2018-07-23 02:28:36,2018-07-23 02:28:36
46,关庄,5e5458247083bc730d3ddad4,116.4251250214537,39.9997592313259,1,6,2018-07-23 02:28:37,2018-07-23 02:28:37
47,望京西,5b78eff4963d1f271ee9996d,116.44460318686174,39.994737945157354,0,6,2018-07-23 02:28:37,2018-07-23 02:28:37
48,望京,2189153a996927a041ab9a6d,116.46325272178069,39.9972271285185,0,6,2018-07-23 02:28:37,2018-07-23 02:28:37
49,望京东,df4c0dec195dc46d715e8079,116.48067414602185,40.00204138948792,1,6,2018-07-23 02:28:37,2018-07-23 02:28:37
50,崔各庄,da471a6ea1ee78e232169b6d,116.48659251212999,40.02112357257888,0,6,2018-07-23 02:28:37,2018-07-23 02:28:37
51,马泉营,d21322e9feac0b5f1d38946d,116.49719389998401,40.03239436104564,0,6,2018-07-23 02:28:37,2018-07-23 02:28:37
52,孙河,eb947dab8d112471cb1b956d,116.52872683596495,40.043872416492235,0,6,2018-07-23 02:28:37,2018-07-23 02:28:37
53,国展,b7d60e16a23ff2527af7966d,116.54933668771265,40.06893261772616,0,6,2018-07-23 02:28:37,2018-07-23 02:28:37
54,花梨坎,c56b2138741c43beea1e976d,116.55181440820634,40.083355356031575,0,6,2018-07-23 02:28:37,2018-07-23 02:28:37
55,后沙峪,e545f71bc5f0d35717a1906d,116.5583463066811,40.11301316162945,0,6,2018-07-23 02:28:37,2018-07-23 02:28:37
56,南法信,dba4ccd282e57f532e4733ac,116.60408513873595,40.12740449020378,1,6,2018-07-23 02:28:37,2018-07-23 02:28:37
57,石门,8a6f52e2f91d160e6cc02cac,116.6352506347665,40.128881902565624,1,6,2018-07-23 02:28:37,2018-07-23 02:28:37
58,顺义,175f291a9040548903ff2dac,116.6511471788808,40.12880983502743,1,6,2018-07-23 02:28:37,2018-07-23 02:28:37
59,俸伯,6da74047d2c73bb682a12eac,116.67888227725055,40.13139149056504,1,6,2018-07-23 02:28:37,2018-07-23 02:28:37
60,南锣鼓巷,b1ee264560c4690803ec01e2,116.39729003180778,39.932373050639846,0,7,2018-07-23 02:28:37,2018-07-23 02:28:37
61,什刹海,ebf314200e805ddd2fe67bb8,116.38993762752698,39.93641668393221,1,7,2018-07-23 02:28:37,2018-07-23 02:28:37
62,鼓楼大街,d53e841d8d65c36b82a00ccc,116.38765883620422,39.946358971131986,0,7,2018-07-23 02:28:37,2018-07-23 02:28:37
63,安德里北街,e522fb26d747b67c4f776ec4,116.38825525771831,39.956195680354085,0,7,2018-07-23 02:28:37,2018-07-23 02:28:37
64,安华桥,3d00aa624525bbe9c5f50dcc,116.38796187395606,39.96714017329342,1,7,2018-07-23 02:28:37,2018-07-23 02:28:37
65,北土城,8749b42f15f096fb9fec2bac,116.38801498351982,39.97551474610658,0,7,2018-07-23 02:28:37,2018-07-23 02:28:37
66,奥体中心,5caf00cf5e2a51650482c249,116.38753691468001,39.98470338008024,0,7,2018-07-23 02:28:37,2018-07-23 02:28:37
67,奥林匹克公园,608d7a71fd4ab0ea14b54bfc,116.38663515167366,39.99946141668013,0,7,2018-07-23 02:28:37,2018-07-23 02:28:37
68,森林公园南门,9c0ff1ecaf8ffcb9455726ac,116.38638695592614,40.0084822467643,1,7,2018-07-23 02:28:37,2018-07-23 02:28:37
69,林萃桥,aa517f887af77d1e8d7727ac,116.36619431356837,40.020569357651446,1,7,2018-07-23 02:28:37,2018-07-23 02:28:37
70,永泰庄,2535aaf0fb50b53e210220ac,116.34839227030517,40.03659333814435,1,7,2018-07-23 02:28:37,2018-07-23 02:28:37
71,西小口,f34d2b573370194b9de321ac,116.3454426221089,40.045658104779804,1,7,2018-07-23 02:28:37,2018-07-23 02:28:37
72,育新,73eae3779f05a5aabfa822ac,116.3412194527758,40.05910933251066,1,7,2018-07-23 02:28:37,2018-07-23 02:28:37
73,霍营,b4ca4f0223e487e1d0ff23ac,116.3538525617654,40.070637122830114,0,7,2018-07-23 02:28:37,2018-07-23 02:28:37
74,回龙观东大街,19bff3e301afe8b63b221cac,116.3569913723737,40.0797132458061,1,7,2018-07-23 02:28:37,2018-07-23 02:28:37
75,平西府,aa8f6eb3baff841b095cb308,116.34444234704415,40.0887328192964,1,7,2018-07-23 02:28:37,2018-07-23 02:28:37
76,育知路,b0c2816f683df26395ca0771,116.32115491145353,40.086676064417304,0,7,2018-07-23 02:28:37,2018-07-23 02:28:37
77,朱辛庄,f78fa7c0bbbc9d6303ec0196,116.3075195680663,40.10311523711316,1,7,2018-07-23 02:28:37,2018-07-23 02:28:37
78,俸伯,03fa02c0bdf8bae8b6f42fac,116.67888227725055,40.13139149056504,0,8,2018-07-23 02:28:37,2018-07-23 02:28:37
79,顺义,407d6dff3ca68ebdda2f28ac,116.6511471788808,40.12880983502743,0,8,2018-07-23 02:28:37,2018-07-23 02:28:37
80,石门,2c42eca108f3e266abf729ac,116.6352506347665,40.128881902565624,0,8,2018-07-23 02:28:37,2018-07-23 02:28:37
81,南法信,ac1cd8f4642893beaeb22aac,116.60408513873595,40.12740449020378,0,8,2018-07-23 02:28:37,2018-07-23 02:28:37
82,后沙峪,069905e493fd1da9c62ba16d,116.5583463066811,40.11301316162945,1,8,2018-07-23 02:28:37,2018-07-23 02:28:37
83,花梨坎,d39910fa9be7ff62c07da26d,116.55181440820634,40.083355356031575,1,8,2018-07-23 02:28:37,2018-07-23 02:28:37
84,国展,c78718e0792cf934912ca36d,116.54933668771265,40.06893261772616,1,8,2018-07-23 02:28:37,2018-07-23 02:28:37
85,孙河,c89dfa2b7f7aa865f7c59c6d,116.52872683596495,40.043872416492235,1,8,2018-07-23 02:28:37,2018-07-23 02:28:37
86,马泉营,2b56fc7d2e2bce8caa059d6d,116.49719389998401,40.03239436104564,1,8,2018-07-23 02:28:37,2018-07-23 02:28:37
87,崔各庄,2e00ad2c48c2934cd3f49e6d,116.48659251212999,40.02112357257888,1,8,2018-07-23 02:28:37,2018-07-23 02:28:37
88,望京东,f2838f3ba47fed0e8bb9885a,116.48067414602185,40.00204138948792,0,8,2018-07-23 02:28:37,2018-07-23 02:28:37
89,望京,7e51cbc51502eabd293a9f6d,116.46325272178069,39.9972271285185,1,8,2018-07-23 02:28:37,2018-07-23 02:28:37
90,望京西,07b896056cf31073266e986d,116.44460318686174,39.994737945157354,0,8,2018-07-23 02:28:37,2018-07-23 02:28:37
91,关庄,9f62f0d9055b11583686f40a,116.4251250214537,39.9997592313259,0,8,2018-07-23 02:28:37,2018-07-23 02:28:37
92,大屯路东,2ba91843dc392e95d7851ff3,116.41254129197546,40.001510155357856,0,8,2018-07-23 02:28:37,2018-07-23 02:28:37
93,安立路,d4bc4b9718a82a9a704b87c5,116.40162440071795,40.00121252450842,1,8,2018-07-23 02:28:37,2018-07-23 02:28:37
94,奥林匹克公园,0ba75f65f947b67602294fe4,116.38547666631179,40.00078784720394,0,8,2018-07-23 02:28:37,2018-07-23 02:28:37
95,北沙滩,04d444d454375523d3ff2378,116.3628204363078,40.00017378125766,0,8,2018-07-23 02:28:37,2018-07-23 02:28:37
96,六道口,01667fc3bf46c9afb11e36db,116.3465115905808,39.99963623203165,1,8,2018-07-23 02:28:37,2018-07-23 02:28:37
97,清华东路西口,dbae86e3bffebcf5badf8f94,116.3327349073822,39.9993189768044,1,8,2018-07-23 02:28:37,2018-07-23 02:28:37
98,北京南站,22cfca0a33a8317ac6effb7b,116.37248632597517,39.86342203310453,0,9,2018-07-23 02:28:37,2018-07-23 02:28:37
99,永定门外,8ebe67b6cb469b8cfd0eb00a,116.39309329685648,39.86597199239143,0,9,2018-07-23 02:28:37,2018-07-23 02:28:37
100,景泰,0a12e7072b0fec75c6f025de,116.40450947220579,39.86373833762793,1,9,2018-07-23 02:28:37,2018-07-23 02:28:37
101,蒲黄榆,76c9aa0629e4359eb11e36f4,116.41689631698735,39.864151837073734,0,9,2018-07-23 02:28:37,2018-07-23 02:28:37
102,方庄,9a4692a87ef6e54cc0364470,116.43341062469489,39.86453209829403,1,9,2018-07-23 02:28:37,2018-07-23 02:28:37
103,十里河,e30135c94768100e9d82ea8f,116.45179653883713,39.86484097586704,0,9,2018-07-23 02:28:37,2018-07-23 02:28:37
104,北工大西门,0a2ccb2e854408826d20b903,116.47131834514413,39.873650686131754,0,9,2018-07-23 02:28:37,2018-07-23 02:28:37
105,平乐园,8aa5dc0e4045f4e2b817e78d,116.47127105586841,39.88366394507084,1,9,2018-07-23 02:28:37,2018-07-23 02:28:37
106,九龙山,179011335d98b1256168586b,116.47135027624539,39.89293618986523,1,9,2018-07-23 02:28:37,2018-07-23 02:28:37
107,大望路,cd01a2384ce49c8832870ac3,116.4717797795731,39.907619716147074,0,9,2018-07-23 02:28:37,2018-07-23 02:28:37
108,金台路,6498f554fb0073a30869d956,116.47205929020576,39.92231669413924,0,9,2018-07-23 02:28:37,2018-07-23 02:28:37
109,朝阳公园,fde954115b5ddad588b98878,116.47228433200617,39.932345961045954,0,9,2018-07-23 02:28:37,2018-07-23 02:28:37
110,枣营,2effad64d800a58c9d9d6890,116.46885438855712,39.94312723328921,1,9,2018-07-23 02:28:37,2018-07-23 02:28:37
111,东风北桥,f30e4c7fdee0b517bca8229b,116.47996771842246,39.95728917454276,1,9,2018-07-23 02:28:37,2018-07-23 02:28:37
112,将台,75a5ade36f0283353804b14a,116.48366536428375,39.969688681519166,0,9,2018-07-23 02:28:37,2018-07-23 02:28:37
113,望京南,e033a3b0dca73b44283a9f4a,116.47578060904394,39.98337588354747,0,9,2018-07-23 02:28:37,2018-07-23 02:28:37
114,阜通,530e0e765ad687e9f42310e9,116.46487910073209,39.99084769789451,1,9,2018-07-23 02:28:37,2018-07-23 02:28:37
115,望京,ba1a9be7d8051cfb6cc02c0b,116.46180179325698,39.99778999972135,0,9,2018-07-23 02:28:37,2018-07-23 02:28:37
116,东湖渠,7aa51bdae99cc9cd705e8058,116.46125371127965,40.00921373619687,0,9,2018-07-23 02:28:37,2018-07-23 02:28:37
117,来广营,6fbd5867f3ecd58b0b69d90c,116.46071641862386,40.01913566364785,0,9,2018-07-23 02:28:37,2018-07-23 02:28:37
118,善各庄,8b5ede3cdab797458bdb7343,116.4720753394524,40.02598696854875,0,9,2018-07-23 02:28:37,2018-07-23 02:28:37
119,西局,3d03aa624525bbe9c5f50dcd,116.29735086880889,39.86514250359415,0,10,2018-07-23 02:28:37,2018-07-23 02:28:37
120,七里庄,d95b3bc1ec3cdbe8c056acef,116.2878487227333,39.865084425379386,0,10,2018-07-23 02:28:37,2018-07-23 02:28:37
121,大井,107c62223da7fcbc87420ecd,116.26939519850875,39.864004958530366,1,10,2018-07-23 02:28:37,2018-07-23 02:28:37
122,郭庄子,d93c1aa07af2be0baf080fcd,116.24731266954113,39.86347432714797,1,10,2018-07-23 02:28:37,2018-07-23 02:28:37
123,大瓦窑,a6be5df5384596412eb908cd,116.23434602848322,39.85815930846499,1,10,2018-07-23 02:28:37,2018-07-23 02:28:37
124,园博园,e0eb1f42100f17f0611809cd,116.19567159456498,39.860033673487195,1,10,2018-07-23 02:28:37,2018-07-23 02:28:37
125,张郭庄,a15c370891be585133870acd,116.18076432271123,39.85675119701367,1,10,2018-07-23 02:28:37,2018-07-23 02:28:37
126,昌平西山口,3e7ade317445275e83a00c88,116.18950580735427,40.24308971503554,1,11,2018-07-23 02:28:37,2018-07-23 02:28:37
127,十三陵景区,4e09cf16837b1a75cd04effc,116.20159268168747,40.2387346275714,0,11,2018-07-23 02:28:37,2018-07-23 02:28:37
128,昌平,2bb3be4ec2d0315ab64f5494,116.22739285139781,40.21936116292024,0,11,2018-07-23 02:28:37,2018-07-23 02:28:37
129,昌平东关,233f6799b27ae5cbaaf0cd4e,116.25601932465499,40.22049500768305,0,11,2018-07-23 02:28:37,2018-07-23 02:28:37
130,北邵洼,0204e5050a8f7c7388fc06bc,116.2755004987474,40.220508867365474,0,11,2018-07-23 02:28:37,2018-07-23 02:28:37
131,南邵,c35417fc0e4b738515b54b6c,116.28102840539422,40.20584640766012,1,11,2018-07-23 02:28:37,2018-07-23 02:28:37
132,沙河高教园,ef818d4cf5cb2cfcc236446c,116.27432661642516,40.163426422195954,1,11,2018-07-23 02:28:37,2018-07-23 02:28:37
133,沙河,743176ccaab2fb7f4102456c,116.28259829102554,40.14713161086332,1,11,2018-07-23 02:28:37,2018-07-23 02:28:37
134,巩华城,8cb129b57d31784b4d6d466c,116.28793365062542,40.129800785094574,1,11,2018-07-23 02:28:37,2018-07-23 02:28:37
135,朱辛庄,d2c8fe36fe0574244c55476c,116.30743359747514,40.10310762603405,0,11,2018-07-23 02:28:37,2018-07-23 02:28:37
136,生命科学园,0a4b7d02f26a751cbca2406c,116.2880483117961,40.09345994221042,1,11,2018-07-23 02:28:37,2018-07-23 02:28:37
137,西二旗,f33f29f9c7d5c8bc4e2fdf96,116.30002909807595,40.05157687353415,0,11,2018-07-23 02:28:37,2018-07-23 02:28:37
138,善各庄,debbab5fba8abe05a21de96a,116.4720753394524,40.02598696854875,1,12,2018-07-23 02:28:37,2018-07-23 02:28:37
139,来广营,fb00b00265ddcc4f8733043f,116.46071641862386,40.01913566364785,1,12,2018-07-23 02:28:37,2018-07-23 02:28:37
140,东湖渠,a2ec780036eaf0294c6d467c,116.46125371127965,40.00921373619687,1,12,2018-07-23 02:28:37,2018-07-23 02:28:37
141,望京,dec12489a581cf5694ec84cf,116.46180179325698,39.99778999972135,0,12,2018-07-23 02:28:37,2018-07-23 02:28:37
142,阜通,fc6b8471fd4d32e802294faf,116.46487910073209,39.99084769789451,0,12,2018-07-23 02:28:37,2018-07-23 02:28:37
143,望京南,65f410b6ddc6027a2b3a9f3d,116.47578060904394,39.98337588354747,1,12,2018-07-23 02:28:37,2018-07-23 02:28:37
144,将台,f1e901e18e5846e017948e1c,116.48366536428375,39.969688681519166,1,12,2018-07-23 02:28:37,2018-07-23 02:28:37
145,东风北桥,e8aabe519a1fe879593ac8ee,116.47996771842246,39.95728917454276,0,12,2018-07-23 02:28:37,2018-07-23 02:28:37
146,枣营,a2e84d0d27a6323573210ba6,116.46885438855712,39.94312723328921,0,12,2018-07-23 02:28:37,2018-07-23 02:28:37
147,朝阳公园,3f60bf93763b9ef14054d744,116.47228433200617,39.932345961045954,1,12,2018-07-23 02:28:37,2018-07-23 02:28:37
148,金台路,63a590e45876565b871541ef,116.47205929020576,39.92231669413924,1,12,2018-07-23 02:28:37,2018-07-23 02:28:37
149,大望路,030e8a87c5ec54174e554776,116.4717797795731,39.907619716147074,0,12,2018-07-23 02:28:37,2018-07-23 02:28:37
150,九龙山,8c7698008af9b1e01d58009f,116.47135027624539,39.89293618986523,0,12,2018-07-23 02:28:37,2018-07-23 02:28:37
151,平乐园,afd70c7d1754ff9e6f3e1b75,116.47127105586841,39.88366394507084,0,12,2018-07-23 02:28:37,2018-07-23 02:28:37
152,北工大西门,4febfe51ac3d24499cf77947,116.47131834514413,39.873650686131754,1,12,2018-07-23 02:28:37,2018-07-23 02:28:37
153,十里河,cea92a31b23ec1185fd4feeb,116.45179653883713,39.86484097586704,1,12,2018-07-23 02:28:37,2018-07-23 02:28:37
154,方庄,7dc272535723276e7369d374,116.43341062469489,39.86453209829403,0,12,2018-07-23 02:28:37,2018-07-23 02:28:37
155,蒲黄榆,98a99ff83c05a26421026270,116.41689631698735,39.864151837073734,0,12,2018-07-23 02:28:37,2018-07-23 02:28:37
156,景泰,f30ebcfcc30d773984154130,116.40450947220579,39.86373833762793,0,12,2018-07-23 02:28:37,2018-07-23 02:28:37
157,永定门外,23675194c3166c00246e98f3,116.39309329685648,39.86597199239143,1,12,2018-07-23 02:28:37,2018-07-23 02:28:37
158,北京南站,e3f845a7e11b6cc87ab55c7b,116.37248632597517,39.86342203310453,0,12,2018-07-23 02:28:37,2018-07-23 02:28:37
159,西二旗,f85bcba1a0cea5c7b13c8164,116.30002909807595,40.05157687353415,0,13,2018-07-23 02:28:37,2018-07-23 02:28:37
160,生命科学园,872880a23a1285011776436c,116.2880483117961,40.09345994221042,0,13,2018-07-23 02:28:37,2018-07-23 02:28:37
161,朱辛庄,70dfb915034f2e3f58bbbc6d,116.30743359747514,40.10310762603405,0,13,2018-07-23 02:28:37,2018-07-23 02:28:37
162,巩华城,48688048a87161f27e29bd6d,116.28793365062542,40.129800785094574,0,13,2018-07-23 02:28:37,2018-07-23 02:28:37
163,沙河,72352b76e7bc47605af6be6d,116.28259829102554,40.14713161086332,0,13,2018-07-23 02:28:37,2018-07-23 02:28:37
164,沙河高教园,d80b64bbc12e63bf8405bf6d,116.27432661642516,40.163426422195954,0,13,2018-07-23 02:28:37,2018-07-23 02:28:37
165,南邵,88c64229e5f1bd4cf703b86d,116.28102840539422,40.20584640766012,0,13,2018-07-23 02:28:37,2018-07-23 02:28:37
166,北邵洼,46aae898661bc721f4b91612,116.2755004987474,40.220508867365474,1,13,2018-07-23 02:28:37,2018-07-23 02:28:37
167,昌平东关,b01487b504aa439c4c3a59fb,116.25601932465499,40.22049500768305,1,13,2018-07-23 02:28:37,2018-07-23 02:28:37
168,昌平,6e7f9b93145a1ab24e776e91,116.22739285139781,40.21936116292024,1,13,2018-07-23 02:28:37,2018-07-23 02:28:37
169,十三陵景区,fb5bb184f72e41b48bdb7397,116.20159268168747,40.2387346275714,1,13,2018-07-23 02:28:37,2018-07-23 02:28:37
170,昌平西山口,ae63945eab2d6db44f6d46ce,116.18950580735427,40.24308971503554,0,13,2018-07-23 02:28:37,2018-07-23 02:28:37
171,郭公庄,4274e5fc28cd251103ec01ac,116.29607860273188,39.81338062376513,0,14,2018-07-23 02:28:37,2018-07-23 02:28:37
172,大葆台,326646f755192ee8dad8916d,116.28573824235997,39.80659917364947,1,14,2018-07-23 02:28:38,2018-07-23 02:28:38
173,稻田,808ad61ea8a6e39141e1926d,116.21276385801451,39.79362843943371,1,14,2018-07-23 02:28:38,2018-07-23 02:28:38
174,长阳,11632ba165df78a85a10936d,116.20656909006297,39.76249126619003,1,14,2018-07-23 02:28:38,2018-07-23 02:28:38
175,篱笆房,ebdce6d8fee6635997f08c6d,116.18328955901445,39.75940394074088,1,14,2018-07-23 02:28:38,2018-07-23 02:28:38
176,广阳城,27a57de1e517aeb948fc8d6d,116.17877064271386,39.74663351989851,1,14,2018-07-23 02:28:38,2018-07-23 02:28:38
177,良乡大学城北,bf9c661028f771b516948e6d,116.17725306474848,39.72870222999158,1,14,2018-07-23 02:28:38,2018-07-23 02:28:38
178,良乡大学城,a56dabf0f7fb2fddbbdf8f6d,116.17028806939635,39.72197338597358,1,14,2018-07-23 02:28:38,2018-07-23 02:28:38
179,良乡大学城西,978e74fca993829689b9886d,116.1500838800516,39.72192435351344,1,14,2018-07-23 02:28:38,2018-07-23 02:28:38
180,良乡南关,49822a9404d8b0f08d1a896d,116.13456422269776,39.72192574435669,1,14,2018-07-23 02:28:38,2018-07-23 02:28:38
181,苏庄,14ea87df36beb45380288a6d,116.11908671636934,39.7219047915386,1,14,2018-07-23 02:28:38,2018-07-23 02:28:38
182,阎村东,72eb933489e0a097363a71db,116.09407030279614,39.72761248670491,0,14,2018-07-23 02:28:38,2018-07-23 02:28:38
183,安河桥北,fae158e1e517aeb948fc8d28,116.26398538179556,40.01112921452857,1,15,2018-07-23 02:28:38,2018-07-23 02:28:38
184,北宫门,60d8431028f771b516948e28,116.2715469539848,40.00109818850851,1,15,2018-07-23 02:28:38,2018-07-23 02:28:38
185,西苑,78298ef0f7fb2fddbbdf8f28,116.2846804181664,39.997170624034055,1,15,2018-07-23 02:28:38,2018-07-23 02:28:38
186,圆明园,b4c951fca993829689b98828,116.30333311437793,39.99818061198549,1,15,2018-07-23 02:28:38,2018-07-23 02:28:38
187,北京大学东门,6cc50f9404d8b0f08d1a8928,116.30960758873378,39.99082327259881,1,15,2018-07-23 02:28:38,2018-07-23 02:28:38
188,中关村,33ada2df36beb45380288a28,116.3104036553092,39.98278594782191,1,15,2018-07-23 02:28:38,2018-07-23 02:28:38
189,海淀黄庄,9de690b9321db961dcee8b28,116.31168081839458,39.97471652433697,0,15,2018-07-23 02:28:38,2018-07-23 02:28:38
190,人民大学,ae80941a3f2fe5a796ec8428,116.31540262102662,39.96567665465679,1,15,2018-07-23 02:28:38,2018-07-23 02:28:38
191,魏公村,a523992863e9afa5fadc8528,116.3171835602847,39.95638989093023,1,15,2018-07-23 02:28:38,2018-07-23 02:28:38
192,国家图书馆,a911c5ee29ebc3955ebe8628,116.31920708599397,39.9418254269089,1,15,2018-07-23 02:28:38,2018-07-23 02:28:38
193,动物园,f6d78fec45db67f7714b8728,116.33245433530882,39.93695560540421,1,15,2018-07-23 02:28:38,2018-07-23 02:28:38
194,西直门,bdd5e3dce1b94802705e8028,116.3493623484428,39.93891905754455,0,15,2018-07-23 02:28:38,2018-07-23 02:28:38
195,新街口,d6e547bece4c4917b03c8128,116.36142418548292,39.93925709887586,1,15,2018-07-23 02:28:38,2018-07-23 02:28:38
196,平安里,7387684bcf598975e9e58228,116.36663726419694,39.932326624938476,1,15,2018-07-23 02:28:38,2018-07-23 02:28:38
197,西四,5f72695e0f3bd0acf12d8328,116.36725276024731,39.92260003807844,1,15,2018-07-23 02:28:38,2018-07-23 02:28:38
198,灵境胡同,5f67a93c56e2c864f5eafc28,116.36754427617726,39.914693332783905,1,15,2018-07-23 02:28:38,2018-07-23 02:28:38
199,西单,8005f0e54e2acca33813fd28,116.36789196861605,39.905857672583785,0,15,2018-07-23 02:28:38,2018-07-23 02:28:38
